user_id,session_id,subscription_type,user_journey
330572,1335776-3412752-3485351-3485798-3485810-3497800-3871617-3871680-3871711,Monthly,Other-Homepage-Pricing-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
330590,1335900-1916569-2421302-2528444-2688075-3641974-3642144,Annual,Homepage-Sign up-Homepage-Log in-Other-Log in-Checkout
331693,1343396-1443663-2141633-2819402-2860531-2913255-2913279-2985250-2985256-3009269-3034628-3034778-3034815-3185487-3185489-3185493-3227445-3591279-3591387-3591400-3591549-3592807-3608169-3608187-3608208-3608290-3608328-3608370-3608430-3608439-3608590-3608641-3609010-3609097-3609125-3610504,Monthly,Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout-Log in-Checkout-Homepage-Log in-Checkout-Log in-Checkout
333415,1355141-2166976-2304371-2367205-2399885-2559537-2983320-3080815-3337592-3348876-3435919-3462054-3462616-3506355-3506381-3507745,Monthly,Other-Log in-Homepage-Log in-Homepage-Log in-Checkout
334108,1360119-1377068-1477507-1706706-1716386-1756383-1788782-2154024-2158168-2184807-2185007-2187125-2343978-2346126-2390453-2435180-2497370-2508774-2551664-2573331-2866522-2877598-2917116-2917333-2928696-2940252-2943866-2958311-2959233-2968626-2969379-2978232-2982124-3011839-3126143-3140492-3152217-3218089-3218212-3220587-3244289-3487640-3553740-3592867-3662675-3663353-3694423-3738136-3738144-3738181-3738200-3738246-3738272,Monthly,Other-Homepage-Log in-Other-Sign up-Log in-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Checkout
335237,1368171-1394545-1435252-1781846-2016482-2379244-2455006-3498635-3498651,Monthly,Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
335407,1366966-1366994-2549936-2561622-2629663-3481190-3504957-3505052-3505059-3506674-3736545-3740373-3937556,Monthly,Homepage-Sign up-Other-Pricing-Other-Course certificate-Courses-Upcoming courses-Courses-Sign up-Log in-Other-Log in-Other-Log in-Checkout-Log in-Checkout
335698,1263081-1370909-1436806-3447029-3447045-3459109-3476323-3476329-3478005-3492945-3493261-3493832-3511125-3516716-3516743-3525626-3553473-3558157-3568305-3568623-3579538-3616732-3631679-3631871-3632164-3632264-3632292-3632384-3638020-3638031-3638097-3638101-3638525-3638541,Annual,Other-Log in-Resources center-Log in-Resources center-Other-Log in-Homepage-Log in-Other-Resources center-Log in-Checkout-Log in-Checkout-Log in-Checkout
336819,1378331-1896225-1987855-3569297-3569461-3575125-3593811-3593855-3593867-3594796-3594940-3594948,Annual,Other-Log in-Homepage-Pricing-Career track certificate-Course certificate-Courses-Course certificate-Log in-Coupon-Sign up-Checkout-Sign up-Log in-Checkout
337006,1379602-1477806-3692285-3696714,Annual,Other-Log in-Coupon
337895,1384032-1384045-1384046-1384049-1384281-1385590-1399468-1439687-1461169-1472972-1473082-1473089-1486583-1489566-2903767-3112954-4774669-4793703,Monthly,Homepage-Course certificate-Career track certificate-Courses-Other-Homepage-Career tracks-Log in-Other-Resources center-Other-Success stories-Log in-Homepage-Log in-Checkout
338124,1374809-1387306-1391029-1497574-1597580-1795326-1795664-1795684-1935285-2115973-2215031-2381723-2396450-2562028-2918225-3378339-3450562-3491488-3501299-3513879-3671322-3681292-3766089-3887494-3902319-3959891-4082392-4083050-4083075-4083332-4083352-4091674,Monthly,Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Career tracks-Courses-Homepage-Career tracks-Homepage-Career tracks-Career track certificate-Other-Homepage-Log in-Homepage-Log in-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Sign up-Homepage-Log in-Checkout-Homepage-Log in-Checkout-Homepage-Log in-Checkout
338181,1387705-2393199-2435838-2570611-2570833-2631700-3737379-3745709-3745835,Annual,Other-Log in-Courses-Pricing-Resources center-Courses-Sign up-Log in-Checkout
338212,1387909-1387930-4753791-4753816-4753857-4753860,Annual,Homepage-Sign up-Other-Homepage-Log in-Checkout
338632,1391219-1391229-1412147-1412249-1412680-1953267-1953302-1953305-1977679-2015742-2069781-2069859-2125440-2169211-2281407-2303926-2476177-2481837-2506514-2557228-2895431-2910995-3110680-3163984-3208175-3292363-3561014-3561021,Monthly,Courses-Sign up-Other-Log in-Other-Log in-Homepage-Career tracks-Homepage-Sign up-Homepage-Log in-Courses-Sign up-Homepage-Sign up-Other-Log in-Homepage-Log in-Homepage-Pricing-Homepage-Pricing-Courses-Log in-Resources center-Other-Sign up-Log in-Homepage-Sign up-Log in-Checkout
338845,1392859-3843905,Annual,Other-Coupon
339582,1398223-1398938-1453532-1527370-1546692-1659754-2056623-2062938-2672513-2702306-2724431-2724608-2724745-2740983-2741894-2745836-2745909-2746103-2811543-2812935-2816825-2820517-3341206-3343280-3370221-3376383-3412740-3442149-3503173-3515002-3596298-3596343-3596381,Annual,Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Courses-Career tracks-Courses-Course certificate-Career track certificate-Career tracks-Log in-Checkout-Courses-Career tracks-Courses-Career tracks-Courses-Pricing-Course certificate-Courses-Career tracks-Courses-Career track certificate-Courses-Career track certificate-Career tracks-Courses-Log in-Homepage-Pricing-Homepage-Log in-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Log in-Checkout
339958,1401058-2569718-3827942-3845584-3846269,Monthly,Other-Log in-Homepage-Pricing-Sign up-Checkout
341430,1411492-1474268-1474382-3583176-3597735-3597806-3597952-3597970-3604055-3604064-3604091-3615053-3615078-3615083-3615097-3615190-3615258-3615273-3615381-3615393-3634563-3636297-3642492-3642496-3642554-3642569-3673996,Annual,Other-Log in-Other-Log in-Courses-Sign up-Log in-Other-Log in-Checkout-Log in-Checkout-Log in-Checkout-Homepage-Other-Log in-Other-Checkout-Log in-Checkout-Log in-Checkout-Coupon
342288,1417874-3203920-4432620-4448921-4469149-4500678-4500686-4528561-4528640-4528937-4529978-4530058-4530183-4530582-4531314-4532013,Monthly,Other-Resources center-Other-Homepage-Log in-Checkout-Log in-Sign up-Log in-Coupon
343619,1428245-2007755-2007772-2007810-2866540-2866555-3297145-3311881-3324527-3382778,Annual,Homepage-Pricing-Sign up-Log in-Checkout-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Log in-Coupon
344014,1431522-2254147-3204105-3216441-3258568-3600842-3601556-3601575,Annual,Other-Log in-Resources center-Other-Log in-Blog-Other-Resources center-Other-Log in-Other-Log in-Checkout
344040,2069267-2690678-2690758-3747809-3747850-3747857,Annual,Other-Coupon
344695,1436770-4778117-4778190-4799242-4813409-4815160-4815190-4823448-4823454,Annual,Other-Homepage-Pricing-Course certificate-Other-Log in-Homepage-Pricing-Homepage-Log in-Homepage-Log in-Checkout
345171,1440166-1440375-1440393-4082247-4082303-4082831-4082835-4294208-4294301-4294420-4313771-4314880-4389003,Monthly,Homepage-Career tracks-Courses-Sign up-Courses-Sign up-Courses-Homepage-Pricing-Homepage-Career tracks-Sign up-Checkout-Homepage-Career tracks-Courses-Career tracks-Career track certificate-Pricing-Checkout-Homepage-Career tracks-Homepage-Career tracks-Courses-Career tracks-Homepage-Career tracks-Checkout-Homepage-Pricing-Checkout-Pricing-Sign up-Log in-Other-Log in-Homepage-Pricing-Checkout
345439,1442406-3733166-3774837,Annual,Other-Coupon
345526,1442867-1442923-1533891-1789276-2030200-2064435-2082098-2790778-2791118-2796987-2796998-2797012-2797078-2797149-2884760-2889667-2902507-2915769-3493473-3493504-3493524-3493557,Monthly,Courses-Sign up-Log in-Homepage-Checkout-Homepage-Sign up-Homepage-Resources center-Coupon-Other-Checkout-Log in-Checkout-Homepage-Instructors-Other-Homepage-Sign up-Log in-Checkout-Pricing-Sign up-Checkout
345571,1443332-2690400-2690476-2690505-2699590-2885001-2885140-2885965-2958578-3741425-4113270-4288790-4808729-4836553-4836567-4837775-4837966-4838013,Annual,Other-Coupon-Log in-Courses-Sign up-Checkout-Other-Coupon-Other-Coupon-Checkout
346517,1450275-1450796-1504532-2007567-4689374-4727835-4727842-4727864-4727966,Monthly,Other-Homepage-Sign up-Log in-Homepage-Log in-Homepage-Courses-Homepage-Career tracks-Pricing-Career track certificate-Homepage-Pricing-Courses-Career track certificate-Courses-Pricing-Checkout-Homepage-Sign up-Checkout
346769,1390300-1438300-1438419-1438656-1438680-1438704-1438715-1438717-1438730-1452164-1452168-1975747-2213033-3617247-3618678,Annual,Homepage-Course certificate-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Sign up-Career track certificate-Career tracks-Sign up-Other-Log in-Homepage-Log in-Checkout
347303,1456686-1577751-1600159-1982029-3326176-3326463-3418272-3444198-3448822-3449352-4039969-4330698-4330937,Monthly,Other-Log in-Checkout
347748,1460502-1474398-1476025-1663846-1853470-1899479-1931061-2022953-2123234-2411407-2527183-2530389-2534390-2536999-2537307-2695183-2728371-3219588-3221729-3221747-3221867-3333562-3343494-3374583-3374598-3406234-3408769-3482143-3547036-3608961-3832249-3844326-3885272-3929017-3942663-3950542-4011521-4085523-4152092-4169549-4295264-4313254-4313295-4668260-4670500-4670516-4701385-4746351-4746434-4746481-4746496-4770697-4774885-4777415-4828744-4828747,Annual,Pricing-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Courses-Log in-Homepage-Log in-Homepage-Log in-Homepage-Career track certificate-Homepage-Sign up-Homepage-Sign up-Career track certificate-Sign up-Pricing-Log in-Resources center-Other-Sign up-Pricing-Checkout-Pricing-Log in-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Career tracks-Upcoming courses-Other-Upcoming courses-Career tracks-Courses-Homepage-Pricing-Homepage-Sign up-Homepage-Log in-Pricing-Resources center-Homepage-Pricing-Log in-Homepage-Sign up-Homepage-Pricing-Homepage-Pricing-Homepage-Career tracks-Homepage-Career tracks-Homepage-Pricing-Homepage-Pricing-Homepage-Log in-Homepage-Sign up-Pricing-Homepage-Pricing-Success stories-Blog-Homepage-Instructors-Homepage-Instructors-Homepage-Sign up-Log in-Other-Homepage-Log in-Checkout-Homepage-Success stories-Other-Homepage-Resources center-Courses-Resources center-Courses-Career tracks-Courses-Sign up-Log in-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Sign up-Log in-Checkout
349826,1464212-1468439-1476326-1514726-1514747-1515018-1673617-1776234-1837187-1888334-1897797-1968699-1973516-2052071-2379820-2467973-2468045-2469539-2517644-2540707-2601639-2635973-2637439-2683868-2717459-2816745-2816779-2934814-2935381-2936139-3041702-3199315-3477119-3598902-3599381-3599545-3605451-3605483,Annual,Other-Log in-Other-Log in-Checkout-Log in-Checkout-Log in-Checkout-Resources center-Other-Resources center-Other-Homepage-Pricing-Log in-Resources center-Other-Log in-Checkout-Homepage-Career tracks-Courses-Career tracks-Other-Log in-Checkout
350751,1482953-1483021-3983848-3983858-3983864-3983930,Monthly,Homepage-Pricing-Sign up-Other-Homepage-Courses-Log in-Checkout
351669,1489740-4267186-4335022-4336038,Quarterly,Homepage-Sign up-Homepage-Log in-Checkout
351796,1490383-1490562-1529343-1707201-4465934-4485494-4497862-4520036-4525037-4533150-4566721-4638643-4646909-4741639-4742125-4758398-4759123-4784172-4785059-4805799-4832296,Annual,Homepage-Pricing-Sign up-Other-Log in-Homepage-Pricing-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Other-Log in-Other-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Other
352062,1492607-1492870-1536352-1547839-1596985-1807149-1869728-3093513-3098289-3132330-3221257-3519827-3530748-3538137-3581175,Annual,Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Career tracks-Pricing-Career tracks-Courses-Career tracks-Log in-Other-Checkout-Coupon
352098,1492878-1533517-1533622-1860607-3394908-3495192-3564400-3687588-4105210-4108482-4110227-4110271,Annual,Other-Log in-Other-Log in-Career tracks-Sign up-Log in-Homepage-Log in-Checkout
352376,1494963-3461574-3925641-3997565-3997933-3997942-4169997,Monthly,Other-Resources center-Other-Homepage-Sign up-Log in-Homepage-Sign up-Homepage-Sign up-Coupon-Checkout
353236,1502061-1502255-1578162-1819718-1850627-1959819-2004250-2019936-2095903-2155880-2241752-2327459-2497249-2956368-3129353-4767035-4773482-4782817-4838695-4839710,Annual,Other-Log in-Homepage-Sign up-Log in-Homepage-Log in-Homepage-Log in-Checkout
353669,1505464-1568216-1774973-2248480-2298347-2357048-2364702-2879553-3080189-3493332-3493399,Monthly,Other-Log in-Checkout
353878,1031504-1031665-1031668-1507189-1507353-1624002-1630204-1633431-3206609-3308030-3308042-3756625-3771184,Monthly,Homepage-Pricing-Courses-Career tracks-Upcoming courses-Courses-Sign up-Courses-Sign up-Homepage-Other-Log in-Homepage-Log in-Resources center-Other-Log in-Homepage-Courses-Log in-Checkout
354201,1510350-1543838-1903883-1979632-2039015-2145530-2861847-3627516-3627540-3665366,Annual,Other-Log in-Homepage-Log in-Checkout
354683,1514306-1836677-1914302-2669632-2692823-2891653-3495471-3780256,Annual,Other-Sign up-Log in-Sign up-Log in-Homepage-Log in-Coupon
355056,1517675-1519376-2277926-2373329-2764552-2851058-3138327-3213227-3443447-3786063,Annual,Other-Homepage-Log in-Homepage-Pricing-Career track certificate-Log in-Homepage-Pricing-Resources center-Courses-Pricing-Homepage-Career tracks-Resources center-Other-Homepage-Pricing-Coupon
356489,1390792-1529331-2175763-2583933-3201294-3717637-3718920-3718985-3719011-3719092-3719108-3719254-3719273-3719338-3719360-3719370-3719433-3719447,Annual,Homepage-Courses-Career tracks-Courses-Sign up-Other-Checkout-Log in-Courses-Log in-Checkout-Log in-Checkout-Log in-Checkout
357645,1537760-1538235-1612117-1657935-1662985-1875571-1876134-2126259-2412857-2613751-3558594-3758258-4328142-4458338-4517376-4517388,Monthly,Other-Log in-Homepage-Log in-Homepage-Log in-Checkout
358019,1541146-1559393-1663949-1950605-2294422-2525080-2901215-3693386-3709259-3709265-3709336,Annual,Other-Log in-Checkout
360808,1563076-1568128-1731455-1731833-2474525-2852693-2868957-2868959-3870946-4086494-4086551,Monthly,Other-Homepage-Log in-Homepage-Resources center-Homepage-Resources center-Log in-Pricing-Sign up-Homepage-Pricing-Checkout
361114,1565405-1809026-1930257-1960425-2045979-2175661-2220070-2320613-2544103-2547054-2547083-2547117-2547257-2548259-2631942-2655767-2721475-3115445-3696018-3740217,Annual,Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Sign up-Log in-Homepage-Log in-Coupon
361752,1562332-1562378-1563795-1568080-1570224-1570271-3286687-4021849-4058249,Monthly,Homepage-Career tracks-Career track certificate-Pricing-Career tracks-Career track certificate-Career tracks-Courses-Log in-Homepage-Career track certificate-Pricing-Log in-Pricing-Courses-Sign up-Coupon
362355,1574639-2299624-3447727-3447902-3449160-3457127,Monthly,Other-Log in-Checkout
364433,1590530-4304844-4304858-4339737-4543438-4762135-4762328-4777477-4777639,Annual,Other-Log in-Checkout
364769,1593031-1593309-1632441-1773221-1774983-1785521-1873360-1894464-2074532-2107335-2169949-2179966-2273921-2325546-2375952-2427693-2468780-2670256-3250894-3495883-3510715-3510726-3510738-3534140-3534148,Monthly,Pricing-Other-Checkout-Pricing-Log in-Checkout-Pricing-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon-Log in-Checkout-Homepage-Log in-Checkout
365370,1597542-1597940-4718250-4837555,Annual,Career tracks-Other-Coupon
366045,1604048-1689427-1788450-1804926-1889591-1968408-2039115-2849167-3719646-4150463-4819005-4819032-4819095,Annual,Other-Homepage-Log in-Checkout
366537,1607530-1609872-1804217-1804507-4165795-4165881-4743045-4743056-4769186-4769212,Annual,Other-Log in-Other-Log in-Other-Log in-Checkout-Homepage-Sign up-Log in-Checkout
367401,1614106-1823211-1823252-1924455-3227962-3228122-3448173-3601234-3601271-3601283,Annual,Other-Log in-Resources center-Other-Homepage-Courses-Career tracks-Homepage-Pricing-Checkout-Coupon-Homepage-Log in-Checkout
367711,1616514-1885276-2162832-2163009-3027273-3212677-3451808-3451821-3455004-3455268-3487341-3489857-3490866-3490951-3501708-3504316-3507199,Annual,Other-Homepage-Log in-Checkout-Pricing-Checkout-Resources center-Other-Pricing-Checkout-Log in-Checkout-Pricing-Courses-Career tracks-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Log in-Coupon
367955,1618315-1618508-1668007-4813609-4813630-4814266-4814289-4814451,Annual,Log in-Other-Log in-Homepage-Courses-Career tracks-Upcoming courses-Career tracks-Homepage-Log in-Checkout
369712,1633424-2653843-3475634-4149762-4151190-4157560-4174101-4223651-4232173-4232294,Monthly,Other-Log in-Homepage-Pricing-Log in-Checkout-Log in-Checkout
369845,1631107-1634385-1634856-1792798-1792998-4731713-4732926-4844231,Monthly,Checkout-Other-Log in-Career tracks-Sign up-Log in-Other-Log in-Homepage-Log in-Homepage-Log in-Checkout
370071,1636299-1636677-1692427-1861185-2501643-2503212-2798577-2798643-3381573-3382384-3400335-3552136-3552162-3606133-3606407-3637094-3637154-3821595-3822350-3876227-3878493-3878524-3878557,Quarterly,Other-Sign up-Log in-Sign up-Log in-Coupon-Log in-Checkout-Log in-Coupon-Log in-Checkout
371060,1644388-1831286-2250769-2338150-2552672-2984971-3262704-3378832-3402326-3402411-3467419-3476200-3485420-3487652-3528086-3552797,Monthly,Other-Log in-Homepage-Log in-Other-Homepage-Courses-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon
371087,1644574-2120823-2332897-2502081-2747786-3482865-3482896,Monthly,Other-Log in-Homepage-Log in-Coupon-Log in-Checkout
371779,1649846-1895814-2849976-3140623-3466653-3551368-3592522,Annual,Other-Log in-Homepage-Pricing-Sign up-Log in-Homepage-Pricing-Resources center-Log in-Coupon
376948,1686746-3078323-3078392-3429880-3480786-3504989-3505018-3528220-3528271-3528418-3534158-3534179-3534347-3700979-3701468-3701485,Monthly,Other-Sign up-Log in-Other-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout
378467,1697464-3625838,Annual,Other-Coupon
379140,1704110-3492914-3660101,Annual,Other-Homepage-Pricing-Career track certificate-Sign up-Career track certificate-Coupon
380790,1718010-1900332-1978139-2033145-2037956-2055086-2138378-2483669-2484981-2917749-3470227-3470272-3476446-3476477-3477905-3507112-3507162-3515012-3515217-3515288-3536567-3712863-3712889-3712893-3712903-3717539-3717561,Annual,Log in-Checkout-Log in-Homepage-Log in-Sign up-Log in-Checkout-Log in-Other-Coupon-Homepage-Log in-Checkout-Homepage-Log in-Checkout
381670,1724639-1744186-2012198-2205311-2549075-3459075-4813337-4845109,Annual,Other-Log in-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Coupon
384062,1744977-1745596-3431776-3666248-3666297,Annual,Sign up-Other-Log in-Coupon
387096,930857-941004-1768627-1823320-1896037-1907593-1927371-1941828-1997282-2016862-2130393-2157552-2161847-2170208-2215703-2262566-2310849-2318595-2328506-2347748-2347776-2414728-2462159-2500585-2519601-2562486-2596180-2630430-2655020-2676642-2696386-2755187-2827209-2902181-3368139-3582661-3585121-3604907-3612242,Annual,Homepage-Pricing-Checkout-Courses-Pricing-Checkout-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Career tracks-Homepage-Log in-Homepage-Sign up-Log in-Homepage-Sign up-Log in-Homepage-Log in-Coupon
387813,1775225-1775236-1884155-2162025-2207357-2272463-2528227-2576965-2999822-3622637,Annual,Homepage-Sign up-Other-Homepage-Log in-Homepage-Log in-Coupon
389689,1791957-3709179,Annual,Other-Coupon
391783,1809545-1963495-1963593-2070525-2075182-2097879-2101030-2109384-2115881-2133985-2142250-2152754-2195034-2214884-2257241-2265679-2295897-2308854-2360346-2371253-2389672-2413887-2435948-2451140-2456842-2480088-2496843-2512638-2537039-4719818-4719995,Annual,Other-Log in-Homepage-Log in-Homepage-Pricing-Career track certificate-Sign up-Checkout
392228,1813915-1815396-1817773-2033664-2282337-2381002-2807280-2839591-2839690-3597232-3626789-3638283-3638286,Annual,Other-Log in-Homepage-Log in-Career track certificate-Pricing-Upcoming courses-Homepage-Log in-Homepage-Course certificate-Log in-Checkout
392235,1813972-2059904-2333727-2478600-3627072-3627172-3663542-3663585-3663591-3663668-3663676-3663717,Annual,Other-Homepage-Log in-Homepage-Log in-Coupon-Homepage-Log in-Other-Log in-Checkout-Coupon
392285,1814400-2435526-2519614-2888932-3173677-3193010-3479094-3504762-3542827-3859552-3862425-3864523-3887247,Monthly,Sign up-Log in-Homepage-Sign up-Log in-Homepage-Pricing-Checkout
393904,1828485-1832282-1832342-2094722-2523027-2523183-2762968-3482554-3593659-3593695-3600683-3605302-3605409-3605414,Annual,Other-Log in-Other-Log in-Other-Log in-Other-Log in-Coupon-Homepage-Pricing-Career tracks-Coupon-Log in-Coupon
394304,1813903-1832138-1876912-2959203-3498132-3498407-3588412,Annual,Homepage-Other-Homepage-Log in-Homepage-Pricing-Log in-Checkout
394696,1835797-1871178-1871199-1871215-1871269-3906060-3906107-3906121,Monthly,Other-Homepage-Log in-Sign up-Homepage-Log in-Checkout
395521,1808493-1808695-1808698-1843632-1927035-2046186-2055081-2248499-2298907-2441367-3592733-3593242-3594050-3594059-3602020-3602234-3602265-3609648-3609655,Annual,Homepage-Courses-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Checkout-Pricing-Log in-Coupon-Homepage-Log in-Checkout-Log in-Checkout
396099,1848594-1848867-2085288-2085363-2422833-2837540-3589806-3589830,Annual,Homepage-Career tracks-Sign up-Other-Homepage-Log in-Other-Log in-Career tracks-Log in-Homepage-Log in-Checkout
396791,1855540-3448649-3461387,Annual,Other-Log in-Checkout
397234,2193747,Monthly,Log in
397395,1861106-1964248-3393929-3614757-3614784-3616079,Annual,Homepage-Sign up-Homepage-Sign up-Log in-Homepage-Pricing-Coupon-Homepage-Career tracks-Pricing-Checkout-Pricing-Checkout
398805,1862216-1873321-2010847-2066277-2098106-2164238-2172703-2255918-2263832-2396955-2538421-2791497-2817165-2960310-3047316-3114144-3132016-3181263-3210020-3254776-3274832-3292614-3331358-3333880-3333888-3380302-3407323-3408756-3423511-3423565,Monthly,Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
399029,1875093-1911999-2006187-2110744-2150277-2258461-2279735-2425224-2430492-2470405-2510147-2670799-3132886-3311611-3982792-4137605-4138599,Monthly,Other-Pricing-Sign up-Pricing-Log in-Pricing-Log in-Pricing-Log in-Pricing-Log in-Pricing-Log in-Pricing-Course certificate-Log in-Other-Log in-Homepage-Pricing-Log in-Pricing-Log in
401176,1894660-1935151-1977009-2230516-3243929-3737319-3773841-3773888-3774041-3774078-3774092-3774156-3792834-3853189-3853264-3853290-3860119-3860125-3860143-3861175-3884934-3885991-3886231-3887137,Monthly,Log in-Homepage-Log in-Courses-Sign up-Coupon-Other-Sign up-Checkout-Homepage-Sign up-Log in-Checkout-Other-Courses-Homepage-Log in-Checkout-Other-Homepage-Sign up-Log in-Pricing-Checkout
402831,1910545-1910638-2234725-2234765-2362827-2398433-2689866-2690893-2690898-2901468-2901471-3168279-3168294-3303507-3603220-3604042-3604048,Annual,Homepage-Other-Log in-Sign up-Log in-Homepage-Sign up-Checkout
403662,1917956-2056947-2773642-2778961-2779726-3380881-3445217-3445275-3445724,Monthly,Other-Log in-Checkout-Log in-Homepage-Log in-Checkout
404128,1921629-2232776-2233075-2238878-4776157-4776308-4779024-4780645-4780724-4785596-4785644-4785691-4785709-4786005-4787833-4808644-4808657-4822717-4822719-4822820-4837366,Monthly,Other-Log in-Other-Homepage-Other-Pricing-Sign up-Homepage-Career tracks-Sign up-Homepage-Career tracks-Courses-Career tracks-Success stories-Homepage-Courses-Pricing-Homepage-Pricing-Log in-Checkout-Pricing-Checkout-Pricing-Sign up-Pricing-Log in-Checkout
406828,1946496-4113783-4177747-4177779-4177883-4178091-4178095-4178186-4179189,Monthly,Other-Homepage-Career tracks-Checkout
408209,1960571-1995227-2055686-2055881-2070028-2109045-2125585-2156708-2202868-2264971-2294344-2346002-2393139-2438668-2482993-2522902-2571616-2677860-2697668-3401190-3407464-3426760,Monthly,Other-Log in-Sign up-Log in-Other-Log in-Checkout
409365,1974807-2028709-3401462-3401477,Monthly,Other-Homepage-Log in-Checkout
409856,1980337-4121327-4121399-4121415-4121455-4121476-4121604-4121725-4121728-4121744-4121868-4121940-4122050-4122060-4122075-4122083-4122092-4122123-4122134,Monthly,Log in-Homepage-Pricing-Checkout-Homepage-Log in-Coupon-Homepage-Pricing-Checkout-Pricing-Resources center-Pricing-Checkout-Pricing-Checkout-Other-Checkout-Homepage-Courses-Resources center-Courses-Homepage-Log in-Checkout-Other-Checkout
409908,1980801-2032151-3625130-3625243-3625350-3638701-3638713-3638747-3638799,Annual,Other-Log in-Homepage-Pricing-Courses-Career tracks-Sign up-Career tracks-Log in-Checkout-Log in-Checkout-Instructors-About us-Other
409923,1981058-2843377-3232165-3232252-3593951-3594412-3595111-3595161,Annual,Other-Homepage-Courses-Pricing-Checkout-Courses-Course certificate-Courses-Course certificate-Career tracks-Sign up-Career tracks-Course certificate-Pricing-Courses-Homepage-Pricing-Checkout-Pricing-Courses-Homepage-Log in-Sign up-Log in-Other-Log in-Checkout
411342,1997028-2023758-2133194-2215405-2271892-2397941-2600692-3440295-3475293-3497846-3498223,Monthly,Other-Log in-Homepage-Log in-Homepage-Sign up-Log in-Homepage-Log in-Sign up-Log in-Sign up-Log in-Homepage-Log in-Checkout
411785,1984094-2000044-2000325-2405721-2830280-3381140-3411064-3439858-3560510-3721319-3721482-3721494,Annual,Log in-Pricing-Log in-Pricing-Courses-Career tracks-Sign up-Log in-Career track certificate-Career tracks-Sign up-Log in-Homepage-Pricing-Log in-Homepage-Pricing-Coupon-Log in-Checkout
412496,1347578-1600515-2010303-2010305-2443206-2580050-3691862-4587184-4587195-4600822-4703915-4769356-4769377-4769520,Annual,Other-Log in-Instructors-Pricing-Sign up-Log in-Homepage-Sign up-Log in-Other-Log in-Coupon
412594,1335767-2011252-2011291-2080207-2357308-2435491-2449675-2451436-2532495-2608102-2739189-2799411-2799422-3209446-3271698-3368142-3562579-3827550-3828916,Monthly,Other-Log in-Checkout-Log in-Homepage-Sign up-Log in-Checkout
413004,2016043-2019149-2714621-2722539-3964028-3964035,Monthly,Other-Homepage-Log in-Checkout
413388,2020374-2473129-2473147-2491436-2491489-3520273-3583617,Annual,Other-Log in-Other-Log in-Checkout
413389,2020487-4405420-4405439-4467964-4467968-4485101-4502691-4527173-4542097-4542146-4572530-4572989-4629152-4645428-4660098-4669994-4683507-4683524,Monthly,Other-Log in-Other-Log in-Other
413937,2027343-2069036-2978781-3106396-3412550,Monthly,Homepage-Log in-Sign up-Log in-Coupon
415429,3810755-3810763-3810770-3810795,Monthly,Log in-Checkout-Other-Sign up-Log in-Checkout
416030,2054643-3383513-3413097-3413634,Monthly,Other-Log in-Checkout
416191,1516518-2057186-2850640-4740303-4750829,Annual,Other-Log in-Pricing-Checkout-Coupon
